Year,State,CoC Number,CoC Name,Measures,Count
1/1/2007,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless People in Families,0
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless Individuals,70
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Homeless Individuals,321
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Homeless People in Families,110
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless Individuals,32
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless,259
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Individuals,176
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless People in Families,83
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Total Homeless,431
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless Individuals,38
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless,172
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Individuals,145
1/1/2007,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless People in Families,27
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless Individuals,"1,990"
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Individuals,"8,406"
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless People in Families,"4,552"
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless Individuals,978
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless,"6,998"
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Individuals,"4,385"
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless People in Families,"2,613"
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Total Homeless,"12,958"
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless Individuals,"1,012"
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless,"5,960"
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Individuals,"4,021"
1/1/2007,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless People in Families,"1,939"
1/1/2007,TX,TX-611,Amarillo CoC,Chronically Homeless Individuals,75
1/1/2007,TX,TX-611,Amarillo CoC,Homeless Individuals,258
1/1/2007,TX,TX-611,Amarillo CoC,Homeless People in Families,173
1/1/2007,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless Individuals,53
1/1/2007,TX,TX-611,Amarillo CoC,Sheltered Homeless,298
1/1/2007,TX,TX-611,Amarillo CoC,Sheltered Homeless Individuals,136
1/1/2007,TX,TX-611,Amarillo CoC,Sheltered Homeless People in Families,162
1/1/2007,TX,TX-611,Amarillo CoC,Total Homeless,431
1/1/2007,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless Individuals,22
1/1/2007,TX,TX-611,Amarillo CoC,Unsheltered Homeless,133
1/1/2007,TX,TX-611,Amarillo CoC,Unsheltered Homeless Individuals,122
1/1/2007,TX,TX-611,Amarillo CoC,Unsheltered Homeless People in Families,11
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless Individuals,207
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Individuals,223
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless People in Families,40
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless Individuals,158
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless,214
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless Individuals,174
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless People in Families,40
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,263
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless Individuals,49
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless,49
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless Individuals,49
1/1/2007,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless People in Families,0
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless Individuals,"3,627"
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless Individuals,"8,054"
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless People in Families,"2,309"
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless Individuals,906
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless,"5,017"
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless Individuals,"2,860"
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless People in Families,"2,157"
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Total Homeless,"10,363"
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless Individuals,"2,721"
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless,"5,346"
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Individuals,"5,194"
1/1/2007,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless People in Families,152
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless Individuals,40
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Individuals,153
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless People in Families,136
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless Individuals,39
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless,219
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Individuals,107
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless People in Families,112
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Total Homeless,289
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless Individuals,1
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless,70
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Individuals,46
1/1/2007,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless People in Families,24
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless Individuals,520
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Homeless Individuals,"2,797"
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Homeless People in Families,"1,266"
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless Individuals,195
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless,"2,518"
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Individuals,"1,363"
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless People in Families,"1,155"
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Total Homeless,"4,063"
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless Individuals,325
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless,"1,545"
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Individuals,"1,434"
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless People in Families,111
1/1/2008,TX,TX-503,Austin/Travis County CoC,Chronically Homeless Individuals,919
1/1/2008,TX,TX-503,Austin/Travis County CoC,Homeless Individuals,"2,881"
1/1/2008,TX,TX-503,Austin/Travis County CoC,Homeless People in Families,570
1/1/2008,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless Individuals,242
1/1/2008,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless,"1,305"
1/1/2008,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Individuals,765
1/1/2008,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless People in Families,540
1/1/2008,TX,TX-503,Austin/Travis County CoC,Total Homeless,"3,451"
1/1/2008,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless Individuals,677
1/1/2008,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless,"2,146"
1/1/2008,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Individuals,"2,116"
1/1/2008,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless People in Families,30
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless Individuals,620
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Homeless Individuals,"2,286"
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Homeless People in Families,"1,272"
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless Individuals,522
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless,"3,345"
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Individuals,"2,073"
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless People in Families,"1,272"
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Total Homeless,"3,558"
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless Individuals,98
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless,213
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Individuals,213
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless People in Families,0
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless Individuals,519
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Individuals,"1,442"
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless People in Families,"1,234"
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless Individuals,426
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless,"2,473"
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Individuals,"1,239"
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless People in Families,"1,234"
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Total Homeless,"2,676"
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless Individuals,93
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless,203
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Individuals,203
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless People in Families,0
1/1/2008,TX,TX-603,El Paso City & County CoC,Chronically Homeless Individuals,208
1/1/2008,TX,TX-603,El Paso City & County CoC,Homeless Individuals,804
1/1/2008,TX,TX-603,El Paso City & County CoC,Homeless People in Families,437
1/1/2008,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless Individuals,72
1/1/2008,TX,TX-603,El Paso City & County CoC,Sheltered Homeless,968
1/1/2008,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Individuals,531
1/1/2008,TX,TX-603,El Paso City & County CoC,Sheltered Homeless People in Families,437
1/1/2008,TX,TX-603,El Paso City & County CoC,Total Homeless,"1,241"
1/1/2008,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless Individuals,136
1/1/2008,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless,273
1/1/2008,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Individuals,273
1/1/2008,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless People in Families,0
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless Individuals,70
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Homeless Individuals,321
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Homeless People in Families,110
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless Individuals,32
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless,259
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Individuals,176
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless People in Families,83
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Total Homeless,431
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless Individuals,38
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless,172
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Individuals,145
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless People in Families,27
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless Individuals,"2,070"
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Individuals,"8,628"
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless People in Families,"4,670"
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless Individuals,"1,032"
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless,"7,259"
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Individuals,"4,500"
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless People in Families,"2,759"
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Total Homeless,"13,298"
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless Individuals,"1,038"
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless,"6,039"
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Individuals,"4,128"
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless People in Families,"1,911"
1/1/2008,TX,TX-611,Amarillo CoC,Chronically Homeless Individuals,45
1/1/2008,TX,TX-611,Amarillo CoC,Homeless Individuals,351
1/1/2008,TX,TX-611,Amarillo CoC,Homeless People in Families,189
1/1/2008,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless Individuals,33
1/1/2008,TX,TX-611,Amarillo CoC,Sheltered Homeless,486
1/1/2008,TX,TX-611,Amarillo CoC,Sheltered Homeless Individuals,297
1/1/2008,TX,TX-611,Amarillo CoC,Sheltered Homeless People in Families,189
1/1/2008,TX,TX-611,Amarillo CoC,Total Homeless,540
1/1/2008,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless Individuals,12
1/1/2008,TX,TX-611,Amarillo CoC,Unsheltered Homeless,54
1/1/2008,TX,TX-611,Amarillo CoC,Unsheltered Homeless Individuals,54
1/1/2008,TX,TX-611,Amarillo CoC,Unsheltered Homeless People in Families,0
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless Individuals,206
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Individuals,233
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless People in Families,47
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless Individuals,157
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless,231
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless Individuals,184
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless People in Families,47
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,280
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless Individuals,49
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless,49
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless Individuals,49
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless People in Families,0
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless Individuals,"3,627"
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless Individuals,"8,054"
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless People in Families,"2,309"
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless Individuals,906
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless,"5,017"
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless Individuals,"2,860"
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless People in Families,"2,157"
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Total Homeless,"10,363"
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless Individuals,"2,721"
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless,"5,346"
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Individuals,"5,194"
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless People in Families,152
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless Individuals,40
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Individuals,153
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless People in Families,136
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless Individuals,39
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless,219
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Individuals,107
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless People in Families,112
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Total Homeless,289
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless Individuals,1
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless,70
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Individuals,46
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless People in Families,24
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless Individuals,612
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Homeless Individuals,"1,906"
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Homeless People in Families,784
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless Individuals,298
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless,"1,583"
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Individuals,830
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless People in Families,753
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Total Homeless,"2,690"
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless Individuals,314
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless,"1,107"
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Individuals,"1,076"
1/1/2009,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless People in Families,31
1/1/2009,TX,TX-503,Austin/Travis County CoC,Chronically Homeless Individuals,529
1/1/2009,TX,TX-503,Austin/Travis County CoC,Homeless Individuals,"1,978"
